window,latency,throughput,vault_id1,failures1,model_serial_list1,...,vault_id10,failures10,model_serial_list10
1719670915000,5000,0.2,1132,1,[ST12000NM0008, ZHZ1SPKY], , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1719670920000,5000,0.4,1043,1,[ST8000NM0055, ZA1551YJ],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1132,1,[ST12000NM0008, ZHZ1SPKY], , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1719671270000,5000,0.2,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671280000,4999,0.2,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671285000,5000,0.4,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671290000,5000,0.2,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671295000,5000,0.4,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671300000,5001,0.8,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671305000,5000,0.6,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671310000,4999,0.2,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671315000,5000,0.2,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671320000,5001,0.2,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671330000,5000,0.2,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671340000,5000,0.2,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671345000,5000,0.2,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671350000,5000,0.4,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671360000,5000,0.6,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671365000,5000,0.8,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671370000,4998,0.2,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671385000,5000,0.6,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671390000,5000,0.4,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671395000,5000,0.6,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671405000,5000,0.2,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671420000,5000,0.2,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671425000,5000,0.2,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671430000,5001,0.2,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671435000,5001,0.2,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671440000,5000,0.4,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671445000,5000,0.2,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671455000,5000,0.6,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671460000,4999,0.4,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671470000,5000,0.2,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671475000,5001,0.6,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671480000,5001,0.4,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671490000,4999,0.4,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671500000,5000,0.4,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671505000,5001,0.2,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671510000,5000,0.2,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671520000,5000,0.2,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671525000,5001,0.4,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671530000,5000,0.2,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671540000,5000,0.4,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671550000,5000,0.2,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671560000,5000,0.2,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671575000,5000,0.2,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671580000,5000,0.2,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671590000,5000,0.2,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
1719671715754,0,0.0,2000,1,[TOSHIBA MG08ACA16TE, 71C0A068FVGG],1090,1,[TOSHIBA MQ01ABF050, 66HLS2P3S],1043,1,[ST8000NM0055, ZA1551YJ],1124,1,[HGST HUH721212ALN604, 2AGM5VVY],1048,1,[HGST HMS5C4040ALE640, PL1331LAGA0T8H],1160,1,[TOSHIBA MG07ACA14TA, 1170A02NF97G],1113,1,[HGST HUH721212ALN604, 8HK1KYAH],1001,1,[ST4000DM000, Z302ALE1],1098,1,[ST12000NM0008, ZL00567C],1035,1,[ST8000DM002, ZA12EH4Y]
