window,latency,throughput,vault_id1,failures1,model_serial_list1,...,vault_id10,failures10,model_serial_list10
1719670795000,5000,1.0,1124,1,[HGST HUH721212ALN604, 2AGMNMKY], , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1719670800000,5000,0.2,1090,1,[ST8000NM0055, ZA181AAT],1124,1,[HGST HUH721212ALN604, 2AGMNMKY], , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1719670805000,5000,0.2,1090,1,[ST8000NM0055, ZA181AAT],1124,1,[HGST HUH721212ALN604, 2AGMNMKY],1400,1,[TOSHIBA MG07ACA14TA, 61A0A154F97G], , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1719670810000,5000,0.2,1090,1,[ST8000NM0055, ZA181AAT],1124,1,[HGST HUH721212ALN604, 2AGMNMKY],1400,1,[TOSHIBA MG07ACA14TA, 61A0A154F97G],1132,1,[ST12000NM0008, ZHZ3J52P], , , , , , , , , , , , , , , , , , , , , , , , 
1719670815000,5001,0.2,1090,1,[ST8000NM0055, ZA181AAT],1124,1,[HGST HUH721212ALN604, 2AGMNMKY],1400,1,[TOSHIBA MG07ACA14TA, 61A0A154F97G],1016,1,[ST4000DM000, Z304LAN6],1132,1,[ST12000NM0008, ZHZ3J52P], , , , , , , , , , , , , , , , , , , , 
1719670820000,5000,0.2,1090,1,[ST8000NM0055, ZA181AAT],1124,1,[HGST HUH721212ALN604, 2AGMNMKY],1400,1,[TOSHIBA MG07ACA14TA, 61A0A154F97G],1016,1,[ST4000DM000, Z304LAN6],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G], , , , , , , , , , , , , , , , 
1719670825000,5000,0.8,1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1124,1,[HGST HUH721212ALN604, 2AGMNMKY],1016,1,[ST4000DM000, Z304LAN6],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1],1055,1,[ST8000NM0055, ZA16C9RP], , , , 
1719670840000,5001,0.2,1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1124,1,[HGST HUH721212ALN604, 2AGMNMKY],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1],1055,1,[ST8000NM0055, ZA16C9RP]
1719670845000,5000,0.4,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671080000,5000,0.4,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671085000,5000,0.8,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671095000,5000,1.0,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671115000,5000,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671120000,5000,0.4,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671130000,5000,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671140000,5000,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671145000,5000,0.8,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671150000,5000,0.4,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671155000,5000,0.4,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671160000,4999,0.8,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671165000,5001,0.6,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671170000,5000,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671180000,5000,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671190000,5000,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671195000,5000,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671200000,5001,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671210000,5000,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671215000,5000,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671220000,5001,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671235000,5001,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671245000,5000,0.6,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671250000,4998,0.4,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671260000,5000,0.4,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671265000,5000,0.8,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671270000,5000,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671280000,4999,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671285000,5000,0.4,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671290000,5000,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671295000,5000,0.4,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671300000,5001,0.8,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671305000,5000,0.6,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671310000,4999,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671315000,5000,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
1719671320000,5001,0.2,1124,2,[HGST HUH721212ALN604, 2AGMNMKY], [HGST HUH721212ALN604, 8CH4X57E],1400,2,[TOSHIBA MG07ACA14TA, 61A0A154F97G], [TOSHIBA MG07ACA14TA, 61A0A0RBF97G],1090,1,[ST8000NM0055, ZA181AAT],1016,1,[ST4000DM000, Z304LAN6],1163,1,[ST14000NM001G, ZL2C5Q0T],1131,1,[ST12000NM0008, ZHZ43K8N],1132,1,[ST12000NM0008, ZHZ3J52P],1069,1,[TOSHIBA MG07ACA14TA, 10C0A0AVF97G],1118,1,[HGST HUH721212ALN604, AAG6MH8H],1135,1,[ST12000NM0008, ZHZ4XDL1]
