window,latency,throughput,vault_id1,failures1,model_serial_list1,...,vault_id10,failures10,model_serial_list10
1719670745000,5000,0.2,1126,1,[HGST HUH721212ALN604, AAG637TH], , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1719670760000,5001,1.2,1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1146,1,[ST14000NM001G, ZLW18S61],1022,1,[ST4000DM000, Z305BBHH], , , , , , , , , , , , , , , , 
1719670765000,5000,0.4,1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1146,1,[ST14000NM001G, ZLW18S61],1022,1,[ST4000DM000, Z305BBHH], , , , , , , , 
1719670785000,5000,0.4,1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1146,1,[ST14000NM001G, ZLW18S61],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1022,1,[ST4000DM000, Z305BBHH]
1719670790000,5000,0.8,1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1033,1,[ST8000DM002, ZA11PX9E],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1007,1,[ST4000DM000, Z302AKWY]
1719670795000,5000,1.0,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671035000,5000,0.2,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671040000,5000,0.2,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671050000,5000,0.2,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671060000,5000,0.4,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671065000,5000,0.2,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671070000,4996,0.6,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671080000,5000,0.4,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671085000,5000,0.8,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671095000,5000,1.0,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671115000,5000,0.2,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671120000,5000,0.4,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671130000,5000,0.2,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671140000,5000,0.2,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671145000,5000,0.8,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671150000,5000,0.4,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671155000,5000,0.4,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671160000,4999,0.8,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671165000,5001,0.6,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671170000,5000,0.2,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671180000,5000,0.2,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671190000,5000,0.2,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671195000,5000,0.2,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671200000,5001,0.2,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671210000,5000,0.2,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671215000,5000,0.2,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671220000,5001,0.2,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671235000,5001,0.2,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671245000,5000,0.6,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671250000,4998,0.4,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671260000,5000,0.4,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671265000,5000,0.8,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671270000,5000,0.2,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671280000,4999,0.2,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671285000,5000,0.4,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671290000,5000,0.2,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671295000,5000,0.4,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671300000,5001,0.8,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
