window,latency,throughput,vault_id1,failures1,model_serial_list1,...,vault_id10,failures10,model_serial_list10
1719670870000,5000,0.6,1128,1,[ST12000NM0007, ZJV3BXCY],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1118,1,[HGST HUH721212ALN604, AAG6LEMH], , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1719671250000,4998,0.4,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671260000,5000,0.4,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671265000,5000,0.8,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671270000,5000,0.2,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671280000,4999,0.2,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671285000,5000,0.4,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671290000,5000,0.2,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671295000,5000,0.4,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671300000,5001,0.8,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671305000,5000,0.6,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671310000,4999,0.2,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671315000,5000,0.2,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671320000,5001,0.2,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671330000,5000,0.2,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671340000,5000,0.2,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671345000,5000,0.2,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671350000,5000,0.4,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671360000,5000,0.6,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671365000,5000,0.8,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671370000,4998,0.2,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671385000,5000,0.6,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671390000,5000,0.4,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671395000,5000,0.6,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671405000,5000,0.2,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671420000,5000,0.2,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671425000,5000,0.2,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671430000,5001,0.2,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671435000,5001,0.2,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671440000,5000,0.4,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671445000,5000,0.2,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671455000,5000,0.6,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671460000,4999,0.4,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671470000,5000,0.2,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671475000,5001,0.6,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671480000,5001,0.4,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671490000,4999,0.4,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671500000,5000,0.4,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671505000,5001,0.2,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671510000,5000,0.2,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671520000,5000,0.2,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671525000,5001,0.4,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671530000,5000,0.2,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671540000,5000,0.4,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671550000,5000,0.2,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671560000,5000,0.2,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671575000,5000,0.2,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671580000,5000,0.2,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671590000,5000,0.2,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
1719671715754,0,0.0,1120,1,[HGST HUH721212ALN604, AAG765VH],1009,1,[ST4000DM000, S301JQ43],1128,1,[ST12000NM0007, ZJV3BXCY],1080,1,[WDC WUH721414ALE6L4, 9LG3U60A],1032,1,[ST8000DM002, ZA12JLHE],1146,1,[ST14000NM001G, ZLW17SGH],3003,1,[WDC WUH721816ALE6L4, 2PGU12RT],1053,1,[ST8000NM0055, ZA18GQ69],1118,1,[HGST HUH721212ALN604, AAG6LEMH],1135,1,[ST12000NM0008, ZHZ50RD4]
