window,latency,throughput,vault_id1,failures1,model_serial_list1,...,vault_id10,failures10,model_serial_list10
1719670625000,5000,0.4,1093,1,[ST10000NM0086, ZA21HD3Y],1052,1,[HGST HMS5C4040BLE640, PL2331LAHDKYDJ], , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1719670630000,5000,0.2,1093,2,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8],1052,1,[HGST HMS5C4040BLE640, PL2331LAHDKYDJ], , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1719670635000,5001,0.2,1093,2,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1052,1,[HGST HMS5C4040BLE640, PL2331LAHDKYDJ], , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1719670640000,5000,0.8,1093,2,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1041,1,[ST8000NM0055, ZA16V744],1010,1,[ST4000DM000, Z304KA0X],3003,1,[WDC WUH721816ALE6L4, 2PGMYVST],1052,1,[HGST HMS5C4040BLE640, PL2331LAHDKYDJ], , , , , , , , , , , , 
1719670645000,5000,0.2,1093,2,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1041,1,[ST8000NM0055, ZA16V744],1010,1,[ST4000DM000, Z304KA0X],1050,1,[HGST HMS5C4040ALE640, PL1331LAHEKX2H],3003,1,[WDC WUH721816ALE6L4, 2PGMYVST],1052,1,[HGST HMS5C4040BLE640, PL2331LAHDKYDJ], , , , , , , , 
1719670650000,5000,0.2,1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1093,2,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1010,1,[ST4000DM000, Z304KA0X],1050,1,[HGST HMS5C4040ALE640, PL1331LAHEKX2H],3003,1,[WDC WUH721816ALE6L4, 2PGMYVST],1052,1,[HGST HMS5C4040BLE640, PL2331LAHDKYDJ], , , , , , , , 
1719670655000,5001,0.4,1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1093,2,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1010,1,[ST4000DM000, Z304KA0X],1032,1,[ST8000DM002, ZA136191],1050,1,[HGST HMS5C4040ALE640, PL1331LAHEKX2H],3003,1,[WDC WUH721816ALE6L4, 2PGMYVST],1052,1,[HGST HMS5C4040BLE640, PL2331LAHDKYDJ],1100,1,[ST12000NM0008, ZL005DKH]
1719670660000,5000,0.2,1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1093,2,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1010,1,[ST4000DM000, Z304KA0X],1044,1,[ST8000NM0055, ZA17HPSZ],1032,1,[ST8000DM002, ZA136191],1050,1,[HGST HMS5C4040ALE640, PL1331LAHEKX2H],3003,1,[WDC WUH721816ALE6L4, 2PGMYVST],1052,1,[HGST HMS5C4040BLE640, PL2331LAHDKYDJ]
1719670665000,5000,0.6,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1032,2,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1010,1,[ST4000DM000, Z304KA0X],1044,1,[ST8000NM0055, ZA17HPSZ],1014,1,[ST4000DM000, Z304LAP7],1050,1,[HGST HMS5C4040ALE640, PL1331LAHEKX2H],3003,1,[WDC WUH721816ALE6L4, 2PGMYVST]
1719670670000,5001,0.4,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,2,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1100,1,[ST12000NM0008, ZL005DKH],1010,1,[ST4000DM000, Z304KA0X],1044,1,[ST8000NM0055, ZA17HPSZ]
1719670675000,5000,0.6,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,2,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT],1100,1,[ST12000NM0008, ZL005DKH]
1719670680000,5000,0.4,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719670985000,5000,0.8,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719670990000,5000,0.8,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719671000000,5000,0.8,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719671005000,5000,0.4,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719671015000,5000,0.2,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719671020000,5001,0.6,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719671025000,5000,0.6,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719671035000,5000,0.2,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719671040000,5000,0.2,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719671050000,5000,0.2,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719671060000,5000,0.4,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719671065000,5000,0.2,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719671070000,4996,0.6,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719671080000,5000,0.4,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719671085000,5000,0.8,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719671095000,5000,1.0,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719671115000,5000,0.2,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719671120000,5000,0.4,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719671130000,5000,0.2,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719671140000,5000,0.2,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719671145000,5000,0.8,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719671150000,5000,0.4,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719671155000,5000,0.4,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719671160000,4999,0.8,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719671165000,5001,0.6,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
