window,latency,throughput,vault_id1,failures1,model_serial_list1,...,vault_id10,failures10,model_serial_list10
1719670975000,5000,0.2,1090,1,[ST8000NM0055, ZA180AYP], , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1719670980000,5000,0.2,1090,1,[ST8000NM0055, ZA180AYP],1093,1,[ST10000NM0086, ZA21E7P8], , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1719670985000,5000,0.8,1040,1,[ST8000NM0055, ZA14C9LL],1090,1,[ST8000NM0055, ZA180AYP],1093,1,[ST10000NM0086, ZA21E7P8],1142,1,[ST12000NM001G, ZLW0G7NZ],1036,1,[TOSHIBA HDWF180, Y76GK0MAFZ1D],1022,1,[ST4000DM000, Z305D5X6], , , , , , , , , , , , , , , , 
1719670990000,5000,0.8,1040,2,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1090,1,[ST8000NM0055, ZA180AYP],1142,1,[ST12000NM001G, ZLW0G7NZ],1032,1,[ST8000DM002, ZA131AEE],1036,1,[TOSHIBA HDWF180, Y76GK0MAFZ1D],1022,1,[ST4000DM000, Z305D5X6],1039,1,[ST8000NM0055, ZA16DSM5], , , , , , , , 
1719671000000,5000,0.8,1040,2,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF],1090,2,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1092,1,[ST8000NM0055, ZA189X7V],1142,1,[ST12000NM001G, ZLW0G7NZ],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1050,1,[HGST HMS5C4040BLE640, PL2331LAHBUGBJ],1036,1,[TOSHIBA HDWF180, Y76GK0MAFZ1D],1022,1,[ST4000DM000, Z305D5X6]
1719671005000,5000,0.4,1040,3,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF], [ST8000NM0055, ZA175P5X],1090,2,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1036,2,[TOSHIBA HDWF180, Y76GK0MAFZ1D], [ST8000DM002, ZA13M2L3],1092,1,[ST8000NM0055, ZA189X7V],1142,1,[ST12000NM001G, ZLW0G7NZ],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1050,1,[HGST HMS5C4040BLE640, PL2331LAHBUGBJ],1022,1,[ST4000DM000, Z305D5X6]
1719671015000,5000,0.2,1040,3,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF], [ST8000NM0055, ZA175P5X],1090,2,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1036,2,[TOSHIBA HDWF180, Y76GK0MAFZ1D], [ST8000DM002, ZA13M2L3],1092,1,[ST8000NM0055, ZA189X7V],1142,1,[ST12000NM001G, ZLW0G7NZ],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1017,1,[ST4000DM000, Z3055BMN],1050,1,[HGST HMS5C4040BLE640, PL2331LAHBUGBJ]
1719671020000,5001,0.6,1040,3,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF], [ST8000NM0055, ZA175P5X],1090,2,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7],1092,2,[ST8000NM0055, ZA189X7V], [ST8000NM0055, ZA18BTCZ],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1036,2,[TOSHIBA HDWF180, Y76GK0MAFZ1D], [ST8000DM002, ZA13M2L3],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1006,1,[ST4000DM000, Z302B1H2],1039,1,[ST8000NM0055, ZA16DSM5],1142,1,[ST12000NM001G, ZLW0G7NZ]
1719671025000,5000,0.6,1090,3,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7], [ST8000NM0055, ZA16LXLR],1040,3,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF], [ST8000NM0055, ZA175P5X],1092,2,[ST8000NM0055, ZA189X7V], [ST8000NM0055, ZA18BTCZ],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1036,2,[TOSHIBA HDWF180, Y76GK0MAFZ1D], [ST8000DM002, ZA13M2L3],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1066,1,[TOSHIBA MG07ACA14TA, X8G0A0ADF97G],1006,1,[ST4000DM000, Z302B1H2],1039,1,[ST8000NM0055, ZA16DSM5]
1719671200000,5001,0.2,1090,3,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7], [ST8000NM0055, ZA16LXLR],1040,3,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF], [ST8000NM0055, ZA175P5X],1092,2,[ST8000NM0055, ZA189X7V], [ST8000NM0055, ZA18BTCZ],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1036,2,[TOSHIBA HDWF180, Y76GK0MAFZ1D], [ST8000DM002, ZA13M2L3],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1066,1,[TOSHIBA MG07ACA14TA, X8G0A0ADF97G],1006,1,[ST4000DM000, Z302B1H2],1039,1,[ST8000NM0055, ZA16DSM5]
1719671210000,5000,0.2,1090,3,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7], [ST8000NM0055, ZA16LXLR],1040,3,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF], [ST8000NM0055, ZA175P5X],1092,2,[ST8000NM0055, ZA189X7V], [ST8000NM0055, ZA18BTCZ],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1036,2,[TOSHIBA HDWF180, Y76GK0MAFZ1D], [ST8000DM002, ZA13M2L3],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1066,1,[TOSHIBA MG07ACA14TA, X8G0A0ADF97G],1006,1,[ST4000DM000, Z302B1H2],1039,1,[ST8000NM0055, ZA16DSM5]
1719671215000,5000,0.2,1090,3,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7], [ST8000NM0055, ZA16LXLR],1040,3,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF], [ST8000NM0055, ZA175P5X],1092,2,[ST8000NM0055, ZA189X7V], [ST8000NM0055, ZA18BTCZ],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1036,2,[TOSHIBA HDWF180, Y76GK0MAFZ1D], [ST8000DM002, ZA13M2L3],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1066,1,[TOSHIBA MG07ACA14TA, X8G0A0ADF97G],1006,1,[ST4000DM000, Z302B1H2],1039,1,[ST8000NM0055, ZA16DSM5]
1719671220000,5001,0.2,1090,3,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7], [ST8000NM0055, ZA16LXLR],1040,3,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF], [ST8000NM0055, ZA175P5X],1092,2,[ST8000NM0055, ZA189X7V], [ST8000NM0055, ZA18BTCZ],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1036,2,[TOSHIBA HDWF180, Y76GK0MAFZ1D], [ST8000DM002, ZA13M2L3],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1066,1,[TOSHIBA MG07ACA14TA, X8G0A0ADF97G],1006,1,[ST4000DM000, Z302B1H2],1039,1,[ST8000NM0055, ZA16DSM5]
1719671235000,5001,0.2,1090,3,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7], [ST8000NM0055, ZA16LXLR],1040,3,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF], [ST8000NM0055, ZA175P5X],1092,2,[ST8000NM0055, ZA189X7V], [ST8000NM0055, ZA18BTCZ],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1036,2,[TOSHIBA HDWF180, Y76GK0MAFZ1D], [ST8000DM002, ZA13M2L3],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1066,1,[TOSHIBA MG07ACA14TA, X8G0A0ADF97G],1006,1,[ST4000DM000, Z302B1H2],1039,1,[ST8000NM0055, ZA16DSM5]
1719671245000,5000,0.6,1090,3,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7], [ST8000NM0055, ZA16LXLR],1040,3,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF], [ST8000NM0055, ZA175P5X],1092,2,[ST8000NM0055, ZA189X7V], [ST8000NM0055, ZA18BTCZ],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1036,2,[TOSHIBA HDWF180, Y76GK0MAFZ1D], [ST8000DM002, ZA13M2L3],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1066,1,[TOSHIBA MG07ACA14TA, X8G0A0ADF97G],1006,1,[ST4000DM000, Z302B1H2],1039,1,[ST8000NM0055, ZA16DSM5]
1719671250000,4998,0.4,1090,3,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7], [ST8000NM0055, ZA16LXLR],1040,3,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF], [ST8000NM0055, ZA175P5X],1092,2,[ST8000NM0055, ZA189X7V], [ST8000NM0055, ZA18BTCZ],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1036,2,[TOSHIBA HDWF180, Y76GK0MAFZ1D], [ST8000DM002, ZA13M2L3],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1066,1,[TOSHIBA MG07ACA14TA, X8G0A0ADF97G],1006,1,[ST4000DM000, Z302B1H2],1039,1,[ST8000NM0055, ZA16DSM5]
1719671260000,5000,0.4,1090,3,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7], [ST8000NM0055, ZA16LXLR],1040,3,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF], [ST8000NM0055, ZA175P5X],1092,2,[ST8000NM0055, ZA189X7V], [ST8000NM0055, ZA18BTCZ],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1036,2,[TOSHIBA HDWF180, Y76GK0MAFZ1D], [ST8000DM002, ZA13M2L3],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1066,1,[TOSHIBA MG07ACA14TA, X8G0A0ADF97G],1006,1,[ST4000DM000, Z302B1H2],1039,1,[ST8000NM0055, ZA16DSM5]
1719671265000,5000,0.8,1090,3,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7], [ST8000NM0055, ZA16LXLR],1040,3,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF], [ST8000NM0055, ZA175P5X],1092,2,[ST8000NM0055, ZA189X7V], [ST8000NM0055, ZA18BTCZ],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1036,2,[TOSHIBA HDWF180, Y76GK0MAFZ1D], [ST8000DM002, ZA13M2L3],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1066,1,[TOSHIBA MG07ACA14TA, X8G0A0ADF97G],1006,1,[ST4000DM000, Z302B1H2],1039,1,[ST8000NM0055, ZA16DSM5]
1719671270000,5000,0.2,1090,3,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7], [ST8000NM0055, ZA16LXLR],1040,3,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF], [ST8000NM0055, ZA175P5X],1092,2,[ST8000NM0055, ZA189X7V], [ST8000NM0055, ZA18BTCZ],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1036,2,[TOSHIBA HDWF180, Y76GK0MAFZ1D], [ST8000DM002, ZA13M2L3],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1066,1,[TOSHIBA MG07ACA14TA, X8G0A0ADF97G],1006,1,[ST4000DM000, Z302B1H2],1039,1,[ST8000NM0055, ZA16DSM5]
1719671280000,4999,0.2,1090,3,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7], [ST8000NM0055, ZA16LXLR],1040,3,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF], [ST8000NM0055, ZA175P5X],1092,2,[ST8000NM0055, ZA189X7V], [ST8000NM0055, ZA18BTCZ],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1036,2,[TOSHIBA HDWF180, Y76GK0MAFZ1D], [ST8000DM002, ZA13M2L3],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1066,1,[TOSHIBA MG07ACA14TA, X8G0A0ADF97G],1006,1,[ST4000DM000, Z302B1H2],1039,1,[ST8000NM0055, ZA16DSM5]
1719671285000,5000,0.4,1090,3,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7], [ST8000NM0055, ZA16LXLR],1040,3,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF], [ST8000NM0055, ZA175P5X],1092,2,[ST8000NM0055, ZA189X7V], [ST8000NM0055, ZA18BTCZ],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1036,2,[TOSHIBA HDWF180, Y76GK0MAFZ1D], [ST8000DM002, ZA13M2L3],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1066,1,[TOSHIBA MG07ACA14TA, X8G0A0ADF97G],1006,1,[ST4000DM000, Z302B1H2],1039,1,[ST8000NM0055, ZA16DSM5]
1719671290000,5000,0.2,1090,3,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7], [ST8000NM0055, ZA16LXLR],1040,3,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF], [ST8000NM0055, ZA175P5X],1092,2,[ST8000NM0055, ZA189X7V], [ST8000NM0055, ZA18BTCZ],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1036,2,[TOSHIBA HDWF180, Y76GK0MAFZ1D], [ST8000DM002, ZA13M2L3],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1066,1,[TOSHIBA MG07ACA14TA, X8G0A0ADF97G],1006,1,[ST4000DM000, Z302B1H2],1039,1,[ST8000NM0055, ZA16DSM5]
1719671295000,5000,0.4,1090,3,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7], [ST8000NM0055, ZA16LXLR],1040,3,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF], [ST8000NM0055, ZA175P5X],1092,2,[ST8000NM0055, ZA189X7V], [ST8000NM0055, ZA18BTCZ],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1036,2,[TOSHIBA HDWF180, Y76GK0MAFZ1D], [ST8000DM002, ZA13M2L3],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1066,1,[TOSHIBA MG07ACA14TA, X8G0A0ADF97G],1006,1,[ST4000DM000, Z302B1H2],1039,1,[ST8000NM0055, ZA16DSM5]
1719671300000,5001,0.8,1090,3,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7], [ST8000NM0055, ZA16LXLR],1040,3,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF], [ST8000NM0055, ZA175P5X],1092,2,[ST8000NM0055, ZA189X7V], [ST8000NM0055, ZA18BTCZ],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1036,2,[TOSHIBA HDWF180, Y76GK0MAFZ1D], [ST8000DM002, ZA13M2L3],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1066,1,[TOSHIBA MG07ACA14TA, X8G0A0ADF97G],1006,1,[ST4000DM000, Z302B1H2],1039,1,[ST8000NM0055, ZA16DSM5]
1719671305000,5000,0.6,1090,3,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7], [ST8000NM0055, ZA16LXLR],1040,3,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF], [ST8000NM0055, ZA175P5X],1092,2,[ST8000NM0055, ZA189X7V], [ST8000NM0055, ZA18BTCZ],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1036,2,[TOSHIBA HDWF180, Y76GK0MAFZ1D], [ST8000DM002, ZA13M2L3],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1066,1,[TOSHIBA MG07ACA14TA, X8G0A0ADF97G],1006,1,[ST4000DM000, Z302B1H2],1039,1,[ST8000NM0055, ZA16DSM5]
1719671310000,4999,0.2,1090,3,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7], [ST8000NM0055, ZA16LXLR],1040,3,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF], [ST8000NM0055, ZA175P5X],1092,2,[ST8000NM0055, ZA189X7V], [ST8000NM0055, ZA18BTCZ],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1036,2,[TOSHIBA HDWF180, Y76GK0MAFZ1D], [ST8000DM002, ZA13M2L3],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1066,1,[TOSHIBA MG07ACA14TA, X8G0A0ADF97G],1006,1,[ST4000DM000, Z302B1H2],1039,1,[ST8000NM0055, ZA16DSM5]
1719671315000,5000,0.2,1090,3,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7], [ST8000NM0055, ZA16LXLR],1040,3,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF], [ST8000NM0055, ZA175P5X],1092,2,[ST8000NM0055, ZA189X7V], [ST8000NM0055, ZA18BTCZ],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1036,2,[TOSHIBA HDWF180, Y76GK0MAFZ1D], [ST8000DM002, ZA13M2L3],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1066,1,[TOSHIBA MG07ACA14TA, X8G0A0ADF97G],1006,1,[ST4000DM000, Z302B1H2],1039,1,[ST8000NM0055, ZA16DSM5]
1719671320000,5001,0.2,1090,3,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7], [ST8000NM0055, ZA16LXLR],1040,3,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF], [ST8000NM0055, ZA175P5X],1092,2,[ST8000NM0055, ZA189X7V], [ST8000NM0055, ZA18BTCZ],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1036,2,[TOSHIBA HDWF180, Y76GK0MAFZ1D], [ST8000DM002, ZA13M2L3],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1066,1,[TOSHIBA MG07ACA14TA, X8G0A0ADF97G],1006,1,[ST4000DM000, Z302B1H2],1039,1,[ST8000NM0055, ZA16DSM5]
1719671330000,5000,0.2,1090,3,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7], [ST8000NM0055, ZA16LXLR],1040,3,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF], [ST8000NM0055, ZA175P5X],1092,2,[ST8000NM0055, ZA189X7V], [ST8000NM0055, ZA18BTCZ],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1036,2,[TOSHIBA HDWF180, Y76GK0MAFZ1D], [ST8000DM002, ZA13M2L3],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1066,1,[TOSHIBA MG07ACA14TA, X8G0A0ADF97G],1006,1,[ST4000DM000, Z302B1H2],1039,1,[ST8000NM0055, ZA16DSM5]
1719671340000,5000,0.2,1090,3,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7], [ST8000NM0055, ZA16LXLR],1040,3,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF], [ST8000NM0055, ZA175P5X],1092,2,[ST8000NM0055, ZA189X7V], [ST8000NM0055, ZA18BTCZ],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1036,2,[TOSHIBA HDWF180, Y76GK0MAFZ1D], [ST8000DM002, ZA13M2L3],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1066,1,[TOSHIBA MG07ACA14TA, X8G0A0ADF97G],1006,1,[ST4000DM000, Z302B1H2],1039,1,[ST8000NM0055, ZA16DSM5]
1719671345000,5000,0.2,1090,3,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7], [ST8000NM0055, ZA16LXLR],1040,3,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF], [ST8000NM0055, ZA175P5X],1092,2,[ST8000NM0055, ZA189X7V], [ST8000NM0055, ZA18BTCZ],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1036,2,[TOSHIBA HDWF180, Y76GK0MAFZ1D], [ST8000DM002, ZA13M2L3],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1066,1,[TOSHIBA MG07ACA14TA, X8G0A0ADF97G],1006,1,[ST4000DM000, Z302B1H2],1039,1,[ST8000NM0055, ZA16DSM5]
1719671350000,5000,0.4,1090,3,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7], [ST8000NM0055, ZA16LXLR],1040,3,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF], [ST8000NM0055, ZA175P5X],1092,2,[ST8000NM0055, ZA189X7V], [ST8000NM0055, ZA18BTCZ],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1036,2,[TOSHIBA HDWF180, Y76GK0MAFZ1D], [ST8000DM002, ZA13M2L3],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1066,1,[TOSHIBA MG07ACA14TA, X8G0A0ADF97G],1006,1,[ST4000DM000, Z302B1H2],1039,1,[ST8000NM0055, ZA16DSM5]
1719671360000,5000,0.6,1090,3,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7], [ST8000NM0055, ZA16LXLR],1040,3,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF], [ST8000NM0055, ZA175P5X],1092,2,[ST8000NM0055, ZA189X7V], [ST8000NM0055, ZA18BTCZ],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1036,2,[TOSHIBA HDWF180, Y76GK0MAFZ1D], [ST8000DM002, ZA13M2L3],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1066,1,[TOSHIBA MG07ACA14TA, X8G0A0ADF97G],1006,1,[ST4000DM000, Z302B1H2],1039,1,[ST8000NM0055, ZA16DSM5]
1719671365000,5000,0.8,1090,3,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7], [ST8000NM0055, ZA16LXLR],1040,3,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF], [ST8000NM0055, ZA175P5X],1092,2,[ST8000NM0055, ZA189X7V], [ST8000NM0055, ZA18BTCZ],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1036,2,[TOSHIBA HDWF180, Y76GK0MAFZ1D], [ST8000DM002, ZA13M2L3],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1066,1,[TOSHIBA MG07ACA14TA, X8G0A0ADF97G],1006,1,[ST4000DM000, Z302B1H2],1039,1,[ST8000NM0055, ZA16DSM5]
1719671370000,4998,0.2,1090,3,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7], [ST8000NM0055, ZA16LXLR],1040,3,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF], [ST8000NM0055, ZA175P5X],1092,2,[ST8000NM0055, ZA189X7V], [ST8000NM0055, ZA18BTCZ],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1036,2,[TOSHIBA HDWF180, Y76GK0MAFZ1D], [ST8000DM002, ZA13M2L3],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1066,1,[TOSHIBA MG07ACA14TA, X8G0A0ADF97G],1006,1,[ST4000DM000, Z302B1H2],1039,1,[ST8000NM0055, ZA16DSM5]
1719671385000,5000,0.6,1090,3,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7], [ST8000NM0055, ZA16LXLR],1040,3,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF], [ST8000NM0055, ZA175P5X],1092,2,[ST8000NM0055, ZA189X7V], [ST8000NM0055, ZA18BTCZ],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1036,2,[TOSHIBA HDWF180, Y76GK0MAFZ1D], [ST8000DM002, ZA13M2L3],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1066,1,[TOSHIBA MG07ACA14TA, X8G0A0ADF97G],1006,1,[ST4000DM000, Z302B1H2],1039,1,[ST8000NM0055, ZA16DSM5]
1719671390000,5000,0.4,1090,3,[ST8000NM0055, ZA180AYP], [ST8000NM0055, ZA1817P7], [ST8000NM0055, ZA16LXLR],1040,3,[ST8000NM0055, ZA14C9LL], [ST8000NM0055, ZA14EBJF], [ST8000NM0055, ZA175P5X],1092,2,[ST8000NM0055, ZA189X7V], [ST8000NM0055, ZA18BTCZ],1093,2,[ST10000NM0086, ZA21E7P8], [ST10000NM0086, ZA21A5HF],1036,2,[TOSHIBA HDWF180, Y76GK0MAFZ1D], [ST8000DM002, ZA13M2L3],1032,1,[ST8000DM002, ZA131AEE],1161,1,[ST16000NM001G, ZL23005Q],1066,1,[TOSHIBA MG07ACA14TA, X8G0A0ADF97G],1006,1,[ST4000DM000, Z302B1H2],1039,1,[ST8000NM0055, ZA16DSM5]
